<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
GC,I,20250107,112000,2654.4,2655.0,2654.2,2654.8,97,0
GC,I,20250107,112500,2654.7,2655.1,2654.0,2654.1,152,0
GC,I,20250107,113000,2654.1,2654.7,2653.8,2654.2,104,0
GC,I,20250107,113500,2654.3,2656.0,2654.3,2655.0,453,0
GC,I,20250107,114000,2654.9,2656.2,2654.8,2656.2,128,0
GC,I,20250107,114500,2656.3,2656.4,2655.4,2655.4,201,0
GC,I,20250107,115000,2655.4,2655.5,2654.4,2654.9,119,0
GC,I,20250107,115500,2655.0,2655.5,2654.4,2654.9,92,0
GC,I,20250107,120000,2654.9,2655.5,2654.9,2655.4,46,0
GC,I,20250107,120500,2655.4,2656.9,2655.2,2656.8,465,0
GC,I,20250107,121000,2656.8,2658.4,2656.6,2658.0,601,0
GC,I,20250107,121500,2658.0,2658.1,2656.1,2656.3,341,0
GC,I,20250107,122000,2656.2,2656.2,2654.3,2654.6,360,0
GC,I,20250107,122500,2654.8,2655.5,2653.3,2655.3,490,0
GC,I,20250107,123000,2655.5,2656.8,2655.4,2656.8,215,0
GC,I,20250107,123500,2656.7,2656.9,2656.0,2656.8,272,0
GC,I,20250107,124000,2656.6,2656.7,2655.9,2656.1,137,0
GC,I,20250107,124500,2656.2,2658.1,2656.2,2657.8,289,0
GC,I,20250107,125000,2657.9,2659.3,2657.9,2658.4,241,0
GC,I,20250107,125500,2658.3,2659.9,2657.7,2659.4,377,0
GC,I,20250107,130000,2659.3,2659.7,2658.1,2659.6,302,0
GC,I,20250107,130500,2659.7,2660.2,2658.6,2659.5,512,0
GC,I,20250107,131000,2659.6,2662.5,2659.2,2660.9,2039,0
GC,I,20250107,131500,2660.9,2661.8,2659.0,2659.7,701,0
GC,I,20250107,132000,2659.6,2660.9,2658.7,2660.8,369,0
GC,I,20250107,132500,2660.9,2661.0,2659.6,2660.1,267,0
GC,I,20250107,133000,2660.1,2660.8,2659.7,2660.0,300,0
GC,I,20250107,133500,2660.1,2660.8,2659.8,2660.7,195,0
GC,I,20250107,134000,2660.7,2661.0,2659.7,2660.5,339,0
GC,I,20250107,134500,2660.7,2664.4,2660.7,2661.8,2427,0
GC,I,20250107,135000,2661.8,2663.0,2661.1,2662.8,381,0
GC,I,20250107,135500,2662.9,2665.1,2662.9,2663.7,857,0
GC,I,20250107,140000,2663.8,2664.6,2663.3,2663.9,622,0
GC,I,20250107,140500,2663.9,2667.4,2662.1,2665.1,3193,0
GC,I,20250107,141000,2665.1,2665.8,2661.8,2665.0,2158,0
GC,I,20250107,141500,2665.1,2667.4,2665.1,2667.2,1076,0
GC,I,20250107,142000,2667.3,2671.1,2666.5,2671.0,2402,0
GC,I,20250107,142500,2670.9,2675.9,2670.5,2674.0,7162,0
GC,I,20250107,143000,2674.1,2675.1,2672.2,2674.6,2297,0
GC,I,20250107,143500,2674.5,2676.3,2672.0,2672.6,3106,0
GC,I,20250107,144000,2672.6,2675.0,2671.0,2673.3,1699,0
GC,I,20250107,144500,2673.5,2675.0,2673.5,2674.8,1320,0
GC,I,20250107,145000,2674.7,2676.5,2673.6,2674.2,1350,0
GC,I,20250107,145500,2674.1,2677.4,2673.6,2677.0,1605,0
GC,I,20250107,150000,2677.1,2678.5,2675.4,2676.5,1522,0
GC,I,20250107,150500,2676.4,2676.9,2673.4,2673.9,1241,0
GC,I,20250107,151000,2674.1,2674.1,2672.3,2673.4,1106,0
GC,I,20250107,151500,2673.3,2674.9,2671.5,2671.5,1169,0
GC,I,20250107,152000,2671.4,2671.6,2668.4,2670.3,2128,0
GC,I,20250107,152500,2670.3,2673.4,2669.6,2672.6,1004,0
GC,I,20250107,153000,2672.5,2673.5,2671.7,2673.4,563,0
GC,I,20250107,153500,2673.5,2676.0,2673.3,2674.9,1369,0
GC,I,20250107,154000,2675.0,2676.5,2674.6,2675.6,885,0
GC,I,20250107,154500,2675.7,2676.9,2674.8,2675.2,997,0
GC,I,20250107,155000,2675.2,2675.5,2672.6,2673.4,1353,0
GC,I,20250107,155500,2673.3,2674.4,2672.2,2674.3,699,0
GC,I,20250107,160000,2674.3,2674.5,2670.9,2672.5,780,0
GC,I,20250107,160500,2672.0,2672.0,2659.2,2659.6,6507,0
GC,I,20250107,161000,2659.5,2659.6,2653.8,2656.6,4385,0
GC,I,20250107,161500,2656.6,2661.3,2655.9,2660.9,3392,0
GC,I,20250107,162000,2660.8,2663.8,2660.2,2663.6,1663,0
GC,I,20250107,162500,2663.6,2665.6,2662.9,2664.5,1663,0
GC,I,20250107,163000,2664.5,2666.4,2662.7,2664.0,1234,0
GC,I,20250107,163500,2663.9,2664.9,2661.1,2663.6,1202,0
GC,I,20250107,164000,2663.5,2664.4,2657.2,2658.2,1711,0
GC,I,20250107,164500,2658.4,2660.5,2658.2,2659.9,776,0
GC,I,20250107,165000,2659.8,2662.1,2658.5,2662.0,1653,0
GC,I,20250107,165500,2662.2,2663.9,2661.7,2661.7,1021,0
GC,I,20250107,170000,2661.7,2663.4,2660.9,2661.0,689,0
GC,I,20250107,170500,2661.1,2663.3,2659.9,2662.5,1155,0
GC,I,20250107,171000,2662.5,2663.6,2661.0,2663.0,600,0
GC,I,20250107,171500,2662.8,2664.1,2661.5,2661.8,557,0
GC,I,20250107,172000,2661.8,2667.3,2661.5,2667.0,1052,0
GC,I,20250107,172500,2667.1,2667.5,2665.4,2665.8,639,0
