<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
GC,I,20250108,145500,2671.2,2672.8,2671.1,2672.6,523,0
GC,I,20250108,150000,2672.6,2674.9,2672.6,2674.8,1134,0
GC,I,20250108,150500,2674.7,2679.7,2674.6,2679.0,3490,0
GC,I,20250108,151000,2679.0,2679.9,2677.0,2677.6,1876,0
GC,I,20250108,151500,2677.6,2680.0,2677.4,2678.0,1449,0
GC,I,20250108,152000,2678.0,2679.1,2675.8,2676.3,1330,0
GC,I,20250108,152500,2676.3,2678.1,2675.8,2678.0,833,0
GC,I,20250108,153000,2678.1,2678.3,2677.0,2677.9,589,0
GC,I,20250108,153500,2677.8,2681.7,2677.6,2680.8,3576,0
GC,I,20250108,154000,2680.9,2683.7,2680.2,2682.5,2468,0
GC,I,20250108,154500,2682.6,2683.9,2680.1,2681.4,1921,0
GC,I,20250108,155000,2681.4,2681.5,2677.7,2681.0,1891,0
GC,I,20250108,155500,2680.9,2682.1,2680.3,2680.6,1153,0
GC,I,20250108,160000,2680.3,2680.6,2676.3,2677.2,1075,0
GC,I,20250108,160500,2677.1,2681.2,2675.0,2680.9,1821,0
GC,I,20250108,161000,2680.8,2681.4,2679.1,2679.9,1233,0
GC,I,20250108,161500,2679.8,2681.0,2678.6,2679.8,659,0
GC,I,20250108,162000,2679.7,2682.0,2679.7,2681.8,909,0
GC,I,20250108,162500,2681.9,2681.9,2678.4,2679.4,878,0
GC,I,20250108,163000,2679.6,2681.1,2678.6,2680.2,442,0
GC,I,20250108,163500,2680.2,2682.8,2679.6,2681.9,1427,0
GC,I,20250108,164000,2681.8,2683.7,2681.6,2682.5,1081,0
GC,I,20250108,164500,2682.5,2683.2,2681.4,2682.2,701,0
GC,I,20250108,165000,2682.0,2682.2,2680.0,2681.5,854,0
GC,I,20250108,165500,2681.5,2682.1,2679.3,2680.1,532,0
GC,I,20250108,170000,2680.0,2681.6,2679.9,2681.5,333,0
GC,I,20250108,170500,2681.3,2682.4,2680.5,2680.9,875,0
GC,I,20250108,171000,2680.8,2681.2,2679.5,2679.5,544,0
GC,I,20250108,171500,2679.6,2680.7,2678.3,2680.3,575,0
GC,I,20250108,172000,2680.3,2681.8,2679.8,2681.2,456,0
GC,I,20250108,172500,2681.2,2683.1,2681.2,2682.5,509,0
GC,I,20250108,173000,2682.6,2682.8,2681.6,2682.3,694,0
GC,I,20250108,173500,2682.2,2682.9,2681.6,2682.2,324,0
GC,I,20250108,174000,2682.1,2682.3,2680.3,2681.7,543,0
GC,I,20250108,174500,2681.8,2684.4,2681.8,2683.5,1063,0
GC,I,20250108,175000,2683.3,2685.8,2683.1,2684.7,998,0
GC,I,20250108,175500,2684.7,2686.5,2684.4,2685.7,1016,0
GC,I,20250108,180000,2685.8,2687.0,2685.5,2686.2,706,0
GC,I,20250108,180500,2686.2,2686.5,2684.8,2685.2,661,0
GC,I,20250108,181000,2685.3,2685.9,2684.1,2685.3,556,0
GC,I,20250108,181500,2685.2,2686.8,2685.1,2686.3,665,0
GC,I,20250108,182000,2686.3,2686.6,2684.7,2685.0,1040,0
GC,I,20250108,182500,2685.0,2685.4,2682.8,2683.4,1046,0
GC,I,20250108,183000,2683.4,2684.0,2679.3,2679.6,1632,0
GC,I,20250108,183500,2679.6,2679.6,2675.8,2677.1,1649,0
GC,I,20250108,184000,2677.0,2677.3,2666.8,2667.6,4178,0
GC,I,20250108,184500,2667.4,2671.0,2665.3,2669.2,2568,0
GC,I,20250108,185000,2669.3,2670.6,2666.5,2667.7,1155,0
GC,I,20250108,185500,2667.7,2670.6,2665.6,2670.6,1555,0
GC,I,20250108,190000,2670.5,2672.7,2670.4,2671.8,1044,0
GC,I,20250108,190500,2671.7,2674.5,2671.1,2674.4,1018,0
GC,I,20250108,191000,2674.4,2675.9,2672.9,2674.4,1321,0
GC,I,20250108,191500,2674.3,2675.8,2671.1,2671.3,803,0
GC,I,20250108,192000,2671.3,2673.4,2671.1,2671.3,564,0
GC,I,20250108,192500,2671.4,2672.6,2670.7,2672.5,681,0
GC,I,20250108,193000,2672.6,2673.8,2671.6,2672.9,2019,0
GC,I,20250108,193500,2672.9,2674.5,2672.3,2673.3,667,0
GC,I,20250108,194000,2673.4,2675.0,2673.4,2674.1,245,0
GC,I,20250108,194500,2674.2,2674.3,2673.2,2673.9,146,0
GC,I,20250108,195000,2673.8,2673.8,2670.4,2670.9,476,0
GC,I,20250108,195500,2670.9,2670.9,2668.2,2669.1,475,0
GC,I,20250108,200000,2669.0,2670.2,2668.9,2669.8,299,0
GC,I,20250108,200500,2670.0,2670.8,2668.9,2670.5,522,0
GC,I,20250108,201000,2670.5,2674.7,2670.4,2674.6,874,0
GC,I,20250108,201500,2674.5,2674.8,2673.1,2673.2,328,0
GC,I,20250108,202000,2673.0,2677.0,2673.0,2676.6,522,0
GC,I,20250108,202500,2676.6,2677.5,2676.5,2677.3,386,0
GC,I,20250108,203000,2677.1,2677.4,2676.1,2677.2,297,0
GC,I,20250108,203500,2677.0,2677.0,2675.3,2675.4,296,0
GC,I,20250108,204000,2675.3,2675.7,2673.1,2674.0,350,0
GC,I,20250108,204500,2673.9,2674.9,2673.9,2674.0,173,0
GC,I,20250108,205000,2673.8,2674.6,2673.1,2674.5,248,0
GC,I,20250108,205500,2674.4,2674.8,2673.6,2674.0,131,0
GC,I,20250108,210000,2674.1,2675.1,2673.7,2674.6,195,0
GC,I,20250108,210500,2674.8,2676.1,2674.7,2675.7,246,0
GC,I,20250108,211000,2675.8,2676.5,2675.5,2675.9,169,0
GC,I,20250108,211500,2676.0,2676.1,2675.1,2675.7,132,0
GC,I,20250108,212000,2675.8,2677.0,2675.7,2676.8,159,0
GC,I,20250108,212500,2676.7,2677.3,2676.2,2676.7,159,0
GC,I,20250108,213000,2676.8,2677.0,2676.1,2676.6,156,0
GC,I,20250108,213500,2676.6,2677.4,2676.3,2676.5,400,0
GC,I,20250108,214000,2676.3,2676.8,2675.9,2676.7,317,0
GC,I,20250108,214500,2676.8,2677.5,2676.6,2677.4,185,0
GC,I,20250108,215000,2677.6,2679.2,2677.3,2679.1,492,0
GC,I,20250108,215500,2679.2,2681.4,2678.9,2681.1,668,0
GC,I,20250108,220000,2681.1,2681.5,2680.0,2680.6,608,0
GC,I,20250108,220500,2680.7,2680.8,2679.4,2680.0,195,0
GC,I,20250108,221000,2680.0,2681.1,2680.0,2680.9,345,0
GC,I,20250108,221500,2681.0,2681.3,2680.0,2680.5,415,0
GC,I,20250108,222000,2680.5,2680.8,2680.4,2680.8,59,0
GC,I,20250108,222500,2680.7,2681.5,2680.6,2681.0,140,0
GC,I,20250108,223000,2680.9,2681.5,2680.9,2681.1,126,0
GC,I,20250108,223500,2681.2,2681.2,2679.6,2679.6,110,0
GC,I,20250108,224000,2679.6,2679.9,2678.9,2679.8,147,0
GC,I,20250108,224500,2679.8,2680.5,2679.8,2680.0,117,0
GC,I,20250108,225000,2680.2,2680.5,2679.7,2679.9,107,0
GC,I,20250108,225500,2679.8,2681.0,2679.6,2679.8,332,0
GC,I,20250108,230000,2679.6,2680.1,2679.4,2680.1,143,0
GC,I,20250109,000500,2679.9,2680.4,2678.5,2679.8,340,0
GC,I,20250109,001000,2680.0,2680.5,2679.6,2679.6,121,0
GC,I,20250109,001500,2679.7,2680.0,2679.5,2680.0,52,0
GC,I,20250109,002000,2679.8,2680.1,2679.5,2679.5,67,0
GC,I,20250109,002500,2679.7,2679.8,2679.5,2679.7,52,0
GC,I,20250109,003000,2679.7,2679.7,2679.6,2679.6,24,0
GC,I,20250109,003500,2679.6,2679.8,2679.1,2679.4,119,0
GC,I,20250109,004000,2679.4,2680.1,2679.3,2679.8,62,0
GC,I,20250109,004500,2679.8,2679.8,2679.3,2679.3,56,0
GC,I,20250109,005000,2679.4,2679.9,2679.2,2679.6,78,0
GC,I,20250109,005500,2679.9,2680.0,2679.0,2679.5,76,0
GC,I,20250109,010000,2679.4,2679.5,2679.1,2679.2,31,0
GC,I,20250109,010500,2679.2,2679.5,2678.6,2678.7,88,0
GC,I,20250109,011000,2678.7,2678.8,2678.2,2678.5,85,0
GC,I,20250109,011500,2678.2,2678.4,2677.4,2677.5,203,0
GC,I,20250109,012000,2677.5,2678.2,2677.5,2677.8,57,0
GC,I,20250109,012500,2677.7,2678.1,2676.9,2677.7,124,0
GC,I,20250109,013000,2677.7,2678.1,2676.8,2677.3,151,0
GC,I,20250109,013500,2677.4,2677.9,2677.0,2677.0,278,0
GC,I,20250109,014000,2677.1,2677.5,2676.9,2677.4,150,0
GC,I,20250109,014500,2677.5,2678.1,2677.1,2677.5,139,0
GC,I,20250109,015000,2677.5,2678.2,2677.2,2677.7,79,0
GC,I,20250109,015500,2677.9,2678.6,2677.7,2677.9,83,0
GC,I,20250109,020000,2678.1,2678.2,2677.0,2677.5,184,0
GC,I,20250109,020500,2677.4,2678.7,2677.2,2677.5,359,0
GC,I,20250109,021000,2677.6,2677.6,2676.2,2676.2,271,0
GC,I,20250109,021500,2676.1,2676.9,2675.2,2676.0,231,0
GC,I,20250109,022000,2675.9,2677.3,2675.8,2677.1,180,0
GC,I,20250109,022500,2677.2,2677.2,2675.9,2676.4,168,0
GC,I,20250109,023000,2676.3,2677.1,2675.6,2675.6,160,0
GC,I,20250109,023500,2675.6,2676.9,2675.0,2676.9,349,0
GC,I,20250109,024000,2676.9,2677.7,2676.6,2676.9,155,0
GC,I,20250109,024500,2676.9,2677.7,2676.8,2676.9,94,0
GC,I,20250109,025000,2677.0,2678.0,2676.0,2678.0,110,0
GC,I,20250109,025500,2678.2,2679.2,2677.5,2677.8,141,0
GC,I,20250109,030000,2677.8,2678.0,2676.4,2676.4,166,0
GC,I,20250109,030500,2676.5,2678.2,2676.5,2676.8,529,0
GC,I,20250109,031000,2676.8,2677.7,2676.6,2676.8,173,0
GC,I,20250109,031500,2676.8,2677.1,2675.9,2676.2,157,0
GC,I,20250109,032000,2676.0,2676.0,2674.7,2675.7,227,0
GC,I,20250109,032500,2675.8,2676.0,2675.2,2675.3,142,0
GC,I,20250109,033000,2675.2,2675.3,2674.3,2674.9,123,0
GC,I,20250109,033500,2674.8,2675.9,2674.7,2675.0,215,0
GC,I,20250109,034000,2675.0,2675.7,2674.5,2675.5,197,0
GC,I,20250109,034500,2675.6,2675.9,2675.0,2675.5,132,0
GC,I,20250109,035000,2675.6,2676.0,2675.0,2675.0,82,0
GC,I,20250109,035500,2674.9,2675.8,2674.6,2675.8,56,0
GC,I,20250109,040000,2675.8,2677.1,2675.6,2677.0,232,0
GC,I,20250109,040500,2677.1,2678.0,2676.8,2677.9,134,0
GC,I,20250109,041000,2678.0,2679.0,2677.8,2678.8,134,0
GC,I,20250109,041500,2678.7,2679.7,2678.4,2678.9,173,0
GC,I,20250109,042000,2679.0,2679.5,2678.0,2678.1,164,0
GC,I,20250109,042500,2678.0,2678.6,2677.8,2678.5,182,0
GC,I,20250109,043000,2678.5,2678.8,2677.9,2678.1,99,0
GC,I,20250109,043500,2678.4,2679.5,2678.2,2679.2,309,0
GC,I,20250109,044000,2679.4,2680.9,2679.4,2680.5,325,0
GC,I,20250109,044500,2680.5,2680.5,2680.0,2680.3,62,0
GC,I,20250109,045000,2680.3,2680.4,2679.0,2679.4,177,0
GC,I,20250109,045500,2679.4,2679.4,2678.2,2678.5,85,0
GC,I,20250109,050000,2678.5,2678.5,2677.8,2678.0,109,0
GC,I,20250109,050500,2678.0,2678.2,2677.0,2677.1,102,0
GC,I,20250109,051000,2677.0,2677.0,2676.5,2676.8,145,0
GC,I,20250109,051500,2676.7,2677.3,2676.2,2677.1,114,0
GC,I,20250109,052000,2677.1,2677.2,2675.9,2676.1,132,0
GC,I,20250109,052500,2676.3,2676.5,2675.3,2675.8,125,0
GC,I,20250109,053000,2675.8,2675.9,2675.3,2675.5,79,0
GC,I,20250109,053500,2675.3,2675.6,2674.5,2674.8,159,0
GC,I,20250109,054000,2674.8,2674.8,2673.7,2674.1,230,0
GC,I,20250109,054500,2674.3,2675.0,2674.2,2674.4,81,0
GC,I,20250109,055000,2674.4,2675.6,2674.2,2675.0,204,0
GC,I,20250109,055500,2675.1,2675.6,2675.1,2675.6,98,0
GC,I,20250109,060000,2675.7,2677.5,2675.6,2677.2,251,0
GC,I,20250109,060500,2677.2,2678.8,2677.2,2678.6,277,0
GC,I,20250109,061000,2678.6,2679.7,2678.2,2679.6,125,0
GC,I,20250109,061500,2679.3,2679.3,2677.9,2678.3,153,0
GC,I,20250109,062000,2678.3,2678.8,2678.0,2678.1,62,0
GC,I,20250109,062500,2678.2,2678.2,2677.3,2677.5,97,0
GC,I,20250109,063000,2677.4,2678.1,2677.1,2677.4,126,0
GC,I,20250109,063500,2677.3,2678.0,2676.6,2677.2,196,0
GC,I,20250109,064000,2677.1,2677.2,2676.0,2676.4,120,0
GC,I,20250109,064500,2676.4,2676.9,2675.5,2676.2,125,0
GC,I,20250109,065000,2676.0,2677.3,2675.8,2677.3,116,0
GC,I,20250109,065500,2677.2,2677.9,2676.8,2677.2,78,0
GC,I,20250109,070000,2677.1,2677.2,2675.2,2676.0,261,0
GC,I,20250109,070500,2676.1,2676.8,2676.0,2676.4,76,0
GC,I,20250109,071000,2676.5,2677.1,2676.4,2676.6,74,0
GC,I,20250109,071500,2676.5,2676.9,2676.0,2676.6,139,0
GC,I,20250109,072000,2676.6,2677.6,2676.3,2676.5,209,0
GC,I,20250109,072500,2676.4,2677.2,2676.2,2676.9,57,0
GC,I,20250109,073000,2677.6,2678.2,2677.5,2678.2,37,0
GC,I,20250109,073500,2678.0,2679.3,2677.8,2679.0,160,0
GC,I,20250109,074000,2679.1,2680.4,2679.0,2680.1,313,0
GC,I,20250109,074500,2680.1,2681.5,2680.0,2680.8,465,0
GC,I,20250109,075000,2680.9,2682.4,2680.7,2681.7,301,0
GC,I,20250109,075500,2681.6,2682.6,2681.2,2682.1,348,0
GC,I,20250109,080000,2682.1,2683.9,2681.7,2683.6,404,0
GC,I,20250109,080500,2683.7,2683.8,2682.0,2682.3,226,0
GC,I,20250109,081000,2682.3,2682.9,2681.6,2682.0,169,0
GC,I,20250109,081500,2682.0,2683.4,2681.7,2682.5,185,0
GC,I,20250109,082000,2682.5,2683.1,2682.2,2682.5,105,0
GC,I,20250109,082500,2682.4,2683.0,2681.7,2682.6,196,0
GC,I,20250109,083000,2682.7,2682.8,2681.7,2682.2,211,0
GC,I,20250109,083500,2682.2,2682.2,2681.0,2681.2,185,0
GC,I,20250109,084000,2681.4,2682.7,2681.2,2682.7,223,0
GC,I,20250109,084500,2682.6,2683.2,2681.8,2682.0,202,0
GC,I,20250109,085000,2682.0,2682.4,2680.7,2680.8,228,0
GC,I,20250109,085500,2680.9,2682.4,2680.4,2680.6,277,0
GC,I,20250109,090000,2680.4,2680.6,2678.8,2678.9,362,0
GC,I,20250109,090500,2678.8,2679.4,2676.9,2677.2,518,0
GC,I,20250109,091000,2677.1,2679.6,2676.9,2678.7,664,0
GC,I,20250109,091500,2678.7,2679.3,2678.1,2678.8,296,0
GC,I,20250109,092000,2678.9,2680.8,2678.4,2680.1,342,0
GC,I,20250109,092500,2680.4,2682.3,2679.8,2681.7,309,0
GC,I,20250109,093000,2681.6,2683.1,2681.5,2682.5,389,0
GC,I,20250109,093500,2682.6,2684.1,2682.3,2684.0,339,0
GC,I,20250109,094000,2684.0,2684.6,2681.4,2681.6,554,0
GC,I,20250109,094500,2681.6,2681.7,2679.1,2679.3,636,0
GC,I,20250109,095000,2679.2,2683.0,2677.7,2682.7,1909,0
GC,I,20250109,095500,2682.8,2683.1,2681.4,2682.2,787,0
GC,I,20250109,100000,2682.2,2682.3,2680.8,2681.4,283,0
GC,I,20250109,100500,2681.5,2682.5,2680.8,2680.8,272,0
GC,I,20250109,101000,2680.7,2681.1,2679.5,2679.5,246,0
GC,I,20250109,101500,2679.4,2680.5,2679.0,2679.6,526,0
GC,I,20250109,102000,2679.4,2681.4,2679.2,2681.1,350,0
GC,I,20250109,102500,2680.9,2681.0,2678.7,2678.9,347,0
GC,I,20250109,103000,2678.9,2680.8,2678.8,2679.9,312,0
GC,I,20250109,103500,2680.1,2681.0,2679.6,2680.4,157,0
GC,I,20250109,104000,2680.3,2680.3,2679.2,2679.9,217,0
GC,I,20250109,104500,2679.9,2682.5,2679.4,2681.9,545,0
GC,I,20250109,105000,2682.2,2682.2,2681.2,2681.4,148,0
GC,I,20250109,105500,2681.7,2682.4,2681.2,2681.4,148,0
GC,I,20250109,110000,2681.6,2681.6,2680.2,2681.1,158,0
GC,I,20250109,110500,2681.0,2681.3,2680.5,2681.1,103,0
GC,I,20250109,111000,2681.1,2681.5,2680.9,2681.3,78,0
GC,I,20250109,111500,2681.3,2682.5,2680.9,2682.3,164,0
GC,I,20250109,112000,2682.2,2682.6,2681.5,2681.7,87,0
GC,I,20250109,112500,2681.6,2682.9,2681.3,2682.0,153,0
GC,I,20250109,113000,2681.9,2682.5,2681.8,2682.3,163,0
GC,I,20250109,113500,2682.3,2682.7,2681.2,2682.3,198,0
GC,I,20250109,114000,2682.4,2684.2,2682.4,2684.0,381,0
GC,I,20250109,114500,2683.9,2684.8,2682.3,2684.5,615,0
GC,I,20250109,115000,2684.4,2684.7,2683.4,2683.8,786,0
GC,I,20250109,115500,2684.0,2684.5,2683.5,2683.7,273,0
GC,I,20250109,120000,2683.7,2683.8,2682.6,2683.3,279,0
GC,I,20250109,120500,2683.3,2685.1,2680.9,2682.6,2096,0
GC,I,20250109,121000,2682.7,2684.4,2682.7,2684.0,462,0
GC,I,20250109,121500,2684.1,2684.5,2682.9,2683.3,268,0
GC,I,20250109,122000,2683.3,2683.5,2682.8,2683.0,230,0
GC,I,20250109,122500,2682.8,2683.2,2682.6,2683.2,162,0
GC,I,20250109,123000,2683.2,2689.6,2683.0,2688.1,4546,0
GC,I,20250109,123500,2688.0,2688.7,2685.5,2687.1,1618,0
GC,I,20250109,124000,2687.2,2687.6,2686.2,2686.4,323,0
GC,I,20250109,124500,2686.5,2687.2,2685.3,2686.2,511,0
GC,I,20250109,125000,2686.1,2690.3,2686.0,2689.3,1184,0
GC,I,20250109,125500,2689.2,2690.7,2688.5,2689.3,867,0
GC,I,20250109,130000,2689.2,2689.4,2687.2,2687.3,457,0
GC,I,20250109,130500,2687.3,2688.9,2686.6,2688.7,424,0
GC,I,20250109,131000,2688.8,2688.8,2687.6,2687.8,282,0
GC,I,20250109,131500,2687.6,2689.1,2687.1,2689.0,410,0
GC,I,20250109,132000,2688.9,2690.0,2688.5,2689.7,326,0
GC,I,20250109,132500,2689.7,2690.2,2689.0,2690.0,451,0
GC,I,20250109,133000,2690.0,2690.0,2689.2,2689.3,439,0
GC,I,20250109,133500,2689.2,2691.6,2688.9,2691.2,576,0
GC,I,20250109,134000,2691.3,2692.0,2690.9,2691.2,622,0
GC,I,20250109,134500,2691.4,2691.8,2689.0,2690.3,747,0
GC,I,20250109,135000,2690.4,2690.8,2689.1,2689.2,203,0
GC,I,20250109,135500,2689.2,2691.7,2688.7,2691.6,359,0
GC,I,20250109,140000,2691.5,2692.8,2690.9,2691.8,770,0
GC,I,20250109,140500,2691.7,2692.4,2690.6,2692.1,703,0
GC,I,20250109,141000,2692.1,2693.1,2690.8,2691.3,538,0
GC,I,20250109,141500,2691.4,2691.9,2690.1,2691.0,679,0
GC,I,20250109,142000,2690.9,2692.8,2690.1,2692.4,625,0
GC,I,20250109,142500,2692.5,2694.2,2692.4,2693.7,1136,0
GC,I,20250109,143000,2693.8,2695.3,2693.0,2693.4,1497,0
GC,I,20250109,143500,2693.4,2695.1,2692.4,2695.1,1121,0
GC,I,20250109,144000,2695.2,2696.8,2694.7,2695.7,1180,0
GC,I,20250109,144500,2695.9,2696.8,2695.1,2696.1,569,0
GC,I,20250109,145000,2696.0,2696.7,2694.2,2694.6,707,0
GC,I,20250109,145500,2694.5,2694.7,2693.3,2693.9,695,0
GC,I,20250109,150000,2693.9,2694.4,2690.8,2691.4,1200,0
GC,I,20250109,150500,2691.3,2691.7,2688.9,2689.3,1009,0
GC,I,20250109,151000,2689.3,2692.5,2689.3,2691.4,911,0
GC,I,20250109,151500,2691.4,2692.1,2690.5,2691.9,368,0
GC,I,20250109,152000,2691.8,2693.0,2690.7,2690.9,513,0
GC,I,20250109,152500,2691.0,2691.1,2688.8,2689.8,672,0
GC,I,20250109,153000,2689.6,2691.6,2686.0,2688.3,1436,0
GC,I,20250109,153500,2688.4,2691.9,2688.4,2691.0,1291,0
GC,I,20250109,154000,2691.0,2693.4,2690.8,2693.0,857,0
GC,I,20250109,154500,2693.2,2693.5,2692.4,2692.5,473,0
GC,I,20250109,155000,2692.6,2693.9,2691.8,2693.8,769,0
GC,I,20250109,155500,2693.9,2695.0,2693.2,2694.5,845,0
GC,I,20250109,160000,2694.4,2694.6,2691.7,2691.9,840,0
GC,I,20250109,160500,2691.8,2694.8,2691.6,2694.3,1242,0
GC,I,20250109,161000,2694.4,2694.7,2690.2,2690.9,1051,0
GC,I,20250109,161500,2690.8,2692.7,2689.3,2691.9,923,0
GC,I,20250109,162000,2692.2,2692.9,2690.6,2690.6,308,0
GC,I,20250109,162500,2690.5,2691.6,2689.5,2691.1,545,0
GC,I,20250109,163000,2691.1,2691.1,2689.6,2690.7,469,0
GC,I,20250109,163500,2690.8,2694.2,2690.7,2692.5,1062,0
GC,I,20250109,164000,2692.6,2693.8,2691.7,2693.4,497,0
GC,I,20250109,164500,2693.4,2693.9,2691.5,2692.1,497,0
GC,I,20250109,165000,2692.0,2692.0,2689.3,2690.9,757,0
GC,I,20250109,165500,2690.8,2690.9,2687.7,2688.3,705,0
GC,I,20250109,170000,2688.4,2689.8,2687.2,2687.5,722,0
GC,I,20250109,170500,2687.5,2688.7,2687.0,2688.2,445,0
GC,I,20250109,171000,2688.1,2688.2,2686.3,2687.8,663,0
GC,I,20250109,171500,2687.8,2689.4,2687.5,2689.3,393,0
GC,I,20250109,172000,2689.3,2690.4,2688.9,2689.9,483,0
GC,I,20250109,172500,2689.8,2690.3,2689.1,2689.1,307,0
GC,I,20250109,173000,2689.3,2689.7,2687.3,2688.0,466,0
GC,I,20250109,173500,2688.0,2688.6,2686.3,2688.4,478,0
GC,I,20250109,174000,2688.3,2688.3,2686.5,2688.1,335,0
GC,I,20250109,174500,2688.2,2689.0,2687.0,2688.8,424,0
GC,I,20250109,175000,2688.8,2689.3,2687.9,2688.9,248,0
GC,I,20250109,175500,2689.0,2689.1,2687.7,2687.9,284,0
GC,I,20250109,180000,2687.9,2688.5,2685.1,2686.7,791,0
GC,I,20250109,180500,2686.5,2687.8,2684.3,2685.0,718,0
GC,I,20250109,181000,2684.9,2685.3,2681.8,2684.1,1412,0
GC,I,20250109,181500,2684.0,2685.5,2684.0,2684.9,639,0
GC,I,20250109,182000,2684.9,2685.5,2684.5,2685.2,430,0
GC,I,20250109,182500,2685.1,2686.6,2685.1,2685.7,351,0
GC,I,20250109,183000,2685.5,2685.5,2683.9,2684.3,448,0
GC,I,20250109,183500,2684.3,2684.4,2683.1,2683.2,422,0
GC,I,20250109,184000,2683.2,2684.3,2682.8,2683.0,410,0
GC,I,20250109,184500,2682.9,2683.3,2682.3,2682.3,409,0
GC,I,20250109,185000,2682.4,2686.4,2682.3,2685.9,502,0
GC,I,20250109,185500,2685.7,2686.2,2684.7,2685.7,295,0
GC,I,20250109,190000,2685.8,2686.1,2685.1,2685.6,209,0
GC,I,20250109,190500,2685.5,2686.1,2684.5,2685.6,205,0
GC,I,20250109,191000,2685.7,2687.3,2685.2,2687.0,467,0
GC,I,20250109,191500,2687.0,2689.2,2686.7,2688.4,695,0
GC,I,20250109,192000,2688.3,2690.9,2688.2,2690.2,936,0
GC,I,20250109,192500,2690.0,2692.0,2689.6,2691.8,985,0
GC,I,20250109,193000,2691.6,2692.6,2689.5,2690.8,2803,0
GC,I,20250109,193500,2690.8,2693.5,2690.6,2692.3,797,0
GC,I,20250109,194000,2692.3,2692.4,2690.6,2690.8,521,0
GC,I,20250109,194500,2690.8,2691.9,2690.8,2691.6,171,0
GC,I,20250109,195000,2691.8,2692.5,2690.8,2691.0,246,0
GC,I,20250109,195500,2690.9,2692.0,2690.7,2691.8,295,0
GC,I,20250109,200000,2691.6,2692.4,2691.2,2692.3,241,0
GC,I,20250109,200500,2692.3,2692.5,2691.4,2691.7,153,0
GC,I,20250109,201000,2691.8,2691.9,2689.7,2690.4,292,0
GC,I,20250109,201500,2690.5,2690.5,2689.7,2689.8,86,0
GC,I,20250109,202000,2689.8,2690.7,2689.6,2690.6,126,0
GC,I,20250109,202500,2690.7,2691.3,2690.3,2690.9,171,0
GC,I,20250109,203000,2690.9,2691.8,2690.6,2691.2,204,0
GC,I,20250109,203500,2691.3,2691.6,2690.9,2691.3,132,0
GC,I,20250109,204000,2691.3,2691.8,2690.2,2690.7,176,0
GC,I,20250109,204500,2690.9,2691.5,2690.8,2691.2,93,0
GC,I,20250109,205000,2691.2,2692.3,2691.0,2691.4,166,0
GC,I,20250109,205500,2691.5,2691.7,2691.1,2691.7,61,0
GC,I,20250109,210000,2691.7,2692.0,2691.2,2691.3,100,0
GC,I,20250109,210500,2691.3,2692.0,2691.3,2691.4,81,0
GC,I,20250109,211000,2691.5,2691.9,2691.3,2691.5,62,0
GC,I,20250109,211500,2691.5,2691.5,2690.9,2691.4,65,0
GC,I,20250109,212000,2691.4,2691.7,2691.3,2691.5,28,0
GC,I,20250109,212500,2691.4,2691.5,2690.6,2691.5,106,0
GC,I,20250109,213000,2691.5,2692.2,2691.4,2691.9,157,0
GC,I,20250109,213500,2691.9,2692.2,2691.7,2691.9,52,0
GC,I,20250109,214000,2692.0,2692.2,2690.8,2691.0,159,0
GC,I,20250109,214500,2691.0,2691.3,2690.7,2690.8,85,0
GC,I,20250109,215000,2690.8,2691.5,2690.7,2691.3,61,0
GC,I,20250109,215500,2691.4,2691.4,2690.8,2691.2,68,0
GC,I,20250109,220000,2691.1,2691.5,2691.0,2691.2,76,0
GC,I,20250109,220500,2691.3,2691.4,2691.0,2691.2,59,0
GC,I,20250109,221000,2691.2,2691.2,2690.7,2690.9,38,0
GC,I,20250109,221500,2691.2,2691.2,2690.8,2690.8,20,0
GC,I,20250109,222000,2690.9,2691.5,2690.9,2691.0,101,0
GC,I,20250109,222500,2691.0,2691.6,2690.9,2691.6,30,0
GC,I,20250109,223000,2691.5,2691.5,2691.3,2691.5,20,0
GC,I,20250109,223500,2691.4,2691.8,2691.4,2691.7,26,0
GC,I,20250109,224000,2691.7,2691.8,2691.4,2691.6,83,0
GC,I,20250109,224500,2691.6,2692.0,2691.2,2691.8,135,0
GC,I,20250109,225000,2692.0,2693.3,2692.0,2692.7,185,0
GC,I,20250109,225500,2692.9,2693.7,2692.8,2692.9,170,0
GC,I,20250109,230000,2692.9,2692.9,2692.2,2692.6,146,0
GC,I,20250110,000500,2692.9,2693.2,2692.2,2692.4,164,0
GC,I,20250110,001000,2692.3,2693.0,2691.8,2692.6,280,0
GC,I,20250110,001500,2692.8,2693.2,2692.6,2693.0,76,0
GC,I,20250110,002000,2693.0,2693.2,2692.8,2693.1,42,0
GC,I,20250110,002500,2693.0,2693.3,2692.7,2692.9,97,0
GC,I,20250110,003000,2693.0,2693.8,2692.9,2693.7,89,0
GC,I,20250110,003500,2693.5,2693.5,2692.6,2693.1,57,0
GC,I,20250110,004000,2693.0,2693.3,2692.6,2692.9,106,0
GC,I,20250110,004500,2692.9,2693.4,2692.9,2693.0,60,0
GC,I,20250110,005000,2692.9,2693.1,2691.9,2692.2,142,0
GC,I,20250110,005500,2692.2,2693.4,2692.2,2693.0,94,0
