fecha,vola
2016-03-28,0.08757271285034363
2016-04-28,0.04378760834416995
2016-05-28,0.036516923259177325
2016-06-28,0.035799068022625447
2016-07-28,0.09235921433161964
2016-08-28,0.021526555471740316
2016-09-28,0.035061723734380434
2016-10-28,0.028637090138740717
2016-11-28,0.05807207060212405
2016-12-28,0.04118512964927046
2017-01-28,0.02170467671313836
2017-02-28,0.049286226971847924
2017-03-28,0.02761882342870603
2017-04-28,0.02416191193885253
2017-05-28,0.026129127195021473
2017-06-28,0.02503884906511611
2017-07-28,0.02989566446356573
2017-08-28,0.030413469294888973
2017-09-28,0.03321390330285823
2017-10-28,0.036277697616186266
2017-11-28,0.022480345911949806
2017-12-28,0.038432046485282534
2018-01-28,0.06307202621175101
2018-02-28,0.13431568806288952
2018-03-28,0.0835341023786782
2018-04-28,0.06409664030072815
2018-05-28,0.05689465123987314
2018-06-28,0.042834568011924645
2018-07-28,0.04634861199335827
2018-08-28,0.027937777714175382
2018-09-28,0.030441165649975455
2018-10-28,0.09269421831517066
2018-11-28,0.0812777986894766
2018-12-28,0.1625999045068609
2019-01-28,0.1401571648952944
2019-02-28,0.0694028765414143
2019-03-28,0.050707681457019316
2019-04-28,0.05432276967490357
2019-05-28,0.054507876334586314
2019-06-28,0.08624272118615806
2019-07-28,0.03598021277107044
2019-08-28,0.07294516179326194
2019-09-28,0.06596895205240272
2019-10-28,0.05554388397515364
2019-11-28,0.04561030485990614
2019-12-28,0.05128113264697931
2020-01-28,0.03914658331335619
2020-02-28,0.05563228688392008
2020-03-28,0.5332913598496254
2020-04-28,0.3135966713202485
2020-05-28,0.07722363589046655
2020-06-28,0.10210697473062025
2020-07-28,0.09342476347950157
2020-08-28,0.062470898892204696
2020-09-28,0.11117958564305841
2020-10-28,0.10606178628737006
2020-11-28,0.12741423774095995
2020-12-28,0.04895616659676816
2021-01-28,0.05426037005386708
2021-02-28,0.0693832360616331
2021-03-28,0.06997212180461632
2021-04-28,0.08840534578954196
2021-05-28,0.044655005817278326
2021-06-28,0.025396703053192304
2021-07-28,0.043006002650521014
2021-08-28,0.027966472286519606
2021-09-28,0.055723412704863806
2021-10-28,0.06560737004959183
2021-11-28,0.04859195402298844
2021-12-28,0.05464147786933382
2022-01-28,0.09630199256485272
2022-02-28,0.08854651534640445
2022-03-28,0.09899991493808713
2022-04-28,0.08662439486177309
2022-05-28,0.15103980768019487
2022-06-28,0.14865529974951008
2022-07-28,0.0781607712894592
2022-08-28,0.1060003989014866
2022-09-28,0.15231653721620741
2022-10-28,0.09031154949908071
2022-11-28,0.10592692917185298
2022-12-28,0.08937996913260493
2023-01-28,0.06838006972106281
2023-02-28,0.06238953067312214
2023-03-28,0.07079021019412624
2023-04-28,0.06659231139170552
2023-05-28,0.040666653492347216
2023-06-28,0.08394046754613838
2023-07-28,0.05784320068020943
2023-08-28,0.06268525203503317
2023-09-28,0.04898860520607884
